Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country;City;State;Postal_Code;Region;Product_ID;Sales;Quantity;Discount;Profit;Person
CA-2016-156587;07/03/2016;08/03/2016;First Class   ;AB-10015;Aaron Bergman      ;Consumer   ;United States;Seattle      ;Washington  ;98103;West   ;FUR-CH-10004477;48,7;1;0,2;5,5;Anna Andreadi 
CA-2016-156587;07/03/2016;08/03/2016;First Class   ;AB-10015;Aaron Bergman      ;Consumer   ;United States;Seattle      ;Washington  ;98103;West   ;OFF-AR-10001427;17,9;3;0;4,7;Anna Andreadi 
CA-2016-156587;07/03/2016;08/03/2016;First Class   ;AB-10015;Aaron Bergman      ;Consumer   ;United States;Seattle      ;Washington  ;98103;West   ;OFF-ST-10002344;242,9;3;0;4,9;Anna Andreadi 
CA-2016-159709;10/05/2016;15/05/2016;Standard Class;AI-10855;Arianne Irving     ;Consumer   ;United States;Kent         ;Washington  ;98031;West   ;OFF-EN-10001434;158,1;3;0;77,5;Anna Andreadi 
CA-2016-159709;10/05/2016;15/05/2016;Standard Class;AI-10855;Arianne Irving     ;Consumer   ;United States;Kent         ;Washington  ;98031;West   ;TEC-PH-10003988;43,6;5;0,2;4,4;Anna Andreadi 
CA-2016-162278;26/10/2016;30/10/2016;Second Class  ;AH-10585;Angele Hood        ;Consumer   ;United States;Seattle      ;Washington  ;98105;West   ;FUR-FU-10000448;63,9;4;0;3,2;Anna Andreadi 
CA-2016-162278;26/10/2016;30/10/2016;Second Class  ;AH-10585;Angele Hood        ;Consumer   ;United States;Seattle      ;Washington  ;98105;West   ;TEC-PH-10000526;384;5;0,2;38,4;Anna Andreadi 
CA-2016-165568;15/02/2016;19/02/2016;Standard Class;BF-11020;Barry Französisch  ;Corporate  ;United States;Seattle      ;Washington  ;98105;West   ;OFF-BI-10001031;21,4;5;0,2;7,2;Anna Andreadi 
CA-2016-166471;09/08/2016;13/08/2016;Standard Class;MG-17650;Matthew Grinstein  ;Home Office;United States;Seattle      ;Washington  ;98103;West   ;TEC-PH-10001530;1091,2;4;0,2;68,2;Anna Andreadi 
CA-2016-166471;09/08/2016;13/08/2016;Standard Class;MG-17650;Matthew Grinstein  ;Home Office;United States;Seattle      ;Washington  ;98103;West   ;TEC-PH-10000038;219,2;2;0,2;-43,8;Anna Andreadi 
CA-2016-169726;09/08/2016;13/08/2016;Standard Class;JH-15985;Joseph Holt        ;Consumer   ;United States;Seattle      ;Washington  ;98103;West   ;OFF-BI-10004600;2060,7;7;0,2;644;Anna Andreadi 
CA-2016-169803;06/04/2016;12/04/2016;Standard Class;SC-20260;Scott Cohen        ;Corporate  ;United States;Seattle      ;Washington  ;98115;West   ;FUR-TA-10000688;653,5;3;0;111,1;Anna Andreadi 
CA-2016-169803;06/04/2016;12/04/2016;Standard Class;SC-20260;Scott Cohen        ;Corporate  ;United States;Seattle      ;Washington  ;98115;West   ;TEC-AC-10003441;33,9;2;0;2;Anna Andreadi 
CA-2017-102036;21/09/2017;27/09/2017;Standard Class;CS-12130;Chad Sievert       ;Consumer   ;United States;Seattle      ;Washington  ;98105;West   ;OFF-ST-10003123;199,7;6;0;47,9;Anna Andreadi 
CA-2017-102855;05/04/2017;06/04/2017;Same Day      ;JF-15415;Jennifer Ferguson  ;Consumer   ;United States;Spokane      ;Washington  ;99207;West   ;TEC-AC-10001767;239,9;6;0;26,4;Anna Andreadi 
CA-2017-102855;05/04/2017;06/04/2017;Same Day      ;JF-15415;Jennifer Ferguson  ;Consumer   ;United States;Spokane      ;Washington  ;99207;West   ;OFF-AR-10002467;23,8;8;0;6,4;Anna Andreadi 
CA-2017-103723;01/12/2017;06/12/2017;Standard Class;BT-11305;Beth Thompson      ;Home Office;United States;Seattle      ;Washington  ;98105;West   ;OFF-AR-10003251;13,9;5;0;5,6;Anna Andreadi 
CA-2017-109638;15/12/2017;22/12/2017;Standard Class;JH-15985;Joseph Holt        ;Consumer   ;United States;Seattle      ;Washington  ;98115;West   ;OFF-AP-10002472;103,9;4;0;36,4;Anna Andreadi 
CA-2017-109638;15/12/2017;22/12/2017;Standard Class;JH-15985;Joseph Holt        ;Consumer   ;United States;Seattle      ;Washington  ;98115;West   ;TEC-AC-10004571;899,9;9;0;378;Anna Andreadi 
CA-2017-109638;15/12/2017;22/12/2017;Standard Class;JH-15985;Joseph Holt        ;Consumer   ;United States;Seattle      ;Washington  ;98115;West   ;OFF-BI-10001098;51,3;3;0,2;18,6;Anna Andreadi 
CA-2017-110457;02/03/2017;06/03/2017;Standard Class;DK-13090;Dave Kipp          ;Consumer   ;United States;Seattle      ;Washington  ;98103;West   ;FUR-TA-10001768;787,5;3;0;165,4;Anna Andreadi 
CA-2017-111507;06/02/2017;13/02/2017;Standard Class;VW-21775;Victoria Wilson    ;Corporate  ;United States;Bellevue     ;Washington  ;98006;West   ;OFF-AR-10001315;5,3;3;0;1,5;Anna Andreadi 
CA-2017-111829;19/03/2017;20/03/2017;First Class   ;FH-14365;Fred Hopkins       ;Corporate  ;United States;Seattle      ;Washington  ;98115;West   ;OFF-ST-10000142;1247,6;3;0;349,3;Anna Andreadi 
CA-2017-111829;19/03/2017;20/03/2017;First Class   ;FH-14365;Fred Hopkins       ;Corporate  ;United States;Seattle      ;Washington  ;98115;West   ;TEC-CO-10001766;3149,9;7;0;1480,5;Anna Andreadi 
CA-2017-111829;19/03/2017;20/03/2017;First Class   ;FH-14365;Fred Hopkins       ;Corporate  ;United States;Seattle      ;Washington  ;98115;West   ;OFF-PA-10004359;209,7;2;0;100,7;Anna Andreadi 
CA-2017-112116;16/03/2017;18/03/2017;Second Class  ;JE-15475;Jeremy Ellison     ;Consumer   ;United States;Seattle      ;Washington  ;98103;West   ;FUR-TA-10001039;172;2;0;44,7;Anna Andreadi 
CA-2017-112305;20/11/2017;25/11/2017;Standard Class;KB-16405;Katrina Bavinger   ;Home Office;United States;Seattle      ;Washington  ;98105;West   ;OFF-AR-10002067;119;6;0;31;Anna Andreadi 
CA-2017-112305;20/11/2017;25/11/2017;Standard Class;KB-16405;Katrina Bavinger   ;Home Office;United States;Seattle      ;Washington  ;98105;West   ;FUR-FU-10002364;22,1;3;0;6,4;Anna Andreadi 
CA-2017-112305;
